Current time : Thu May 12 13:45:03 PDT 2022
This is working


python2 /opt/genepatt/programs/PrepareAA-master/PrepareAA.py -s SRR8639208 -t 1 --ref GRCh38 --sorted_bam /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/SRR8639208.cs.rmdup.bam --run_AA --run_AC


total 4279975
drwxr-sr-x 4 edwin5588 csd714      75776 Mar 14 08:54 GRCh38
-rw-r--r-- 1 edwin5588 csd714 4605659201 Apr 13 10:17 GRCh38_indexed.tar.gz
-rw-r--r-- 1 edwin5588 csd714         56 Apr 13 11:29 GRCh38_indexed_md5sum.txt
drwxrwsrwx 5 edwin5588 csd714      57344 May 12 13:45 ..
-rw-r--r-- 1 edwin5588 csd714          0 May 12 13:46 coverage.stats
drwxr-sr-x 3 edwin5588 csd714      57344 May 12 13:46 .
Global ref name is GRCh38
('read length:', 100.95679159539466, 'insert size:', 274.9705317540302, 'insert std dev:', 102.60466770897732, 'max_insert:', 582.7845348809622, 'percent proper:', 0.9839369473446057, 'num_sdevs', 3)
('coverage stats', (46.112451155660715, 49.0885937434049, 21.168542290143726, 45.61502876070988, 49.018249583984456, 23.317799361551113, 100.95679159539466, 274.9705317540302, 102.60466770897732, 0, 582.7845348809622, 4, 0.9839369473446057, 3, 112742338799), 989)
('pair support', 4)
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 0.9043345008756568
chrom ratio chr1 1.308231173380035
chrom ratio chr2 1.2449649737302977
chrom ratio chr2 1.2449649737302977
chrom ratio chr2 1.2561295971978985
chrom ratio chr2 1.2561295971978985
chrom ratio chr2 1.2561295971978985
chrom ratio chr2 1.2561295971978985
chrom ratio chr3 1.2410245183887916
chrom ratio chr3 1.2410245183887916
chrom ratio chr3 1.2410245183887916
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr4 0.7894045534150613
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr5 1.9967162872154116
chrom ratio chr6 0.8279334500875657
chrom ratio chr6 0.8279334500875657
chrom ratio chr6 0.8279334500875657
chrom ratio chr6 0.8279334500875657
chrom ratio chr6 0.8279334500875657
chrom ratio chr6 0.8279334500875657
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 1.302539404553415
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr7 0.9422066549912435
chrom ratio chr9 1.2101576182136602
chrom ratio chr10 1.464754816112084
chrom ratio chr12 1.115586690017513
chrom ratio chr13 1.0
chrom ratio chr13 0.8592381786339756
chrom ratio chr13 0.8592381786339756
chrom ratio chr13 0.8592381786339756
chrom ratio chr16 0.8931698774080561
chrom ratio chr16 0.8931698774080561
chrom ratio chr16 0.8931698774080561
chrom ratio chr16 1.9746059544658494
chrom ratio chr16 1.9746059544658494
chrom ratio chr16 1.9746059544658494
chrom ratio chr17 1.3163309982486866
chrom ratio chr17 1.3163309982486866
chrom ratio chr17 1.3163309982486866
chrom ratio chr17 0.9021453590192645
chrom ratio chr18 1.2515323992994747
chrom ratio chr21 1.2112521891418562
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
chrom ratio chrX 0.7611646234676006
[root:INFO]	Commandline: /opt/genepatt/programs/AmpliconArchitect-master/src/AmpliconArchitect.py  --ref  GRCh38  --downsample  10  --bed  /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/SRR8639208_AA_CNV_SEEDS.bed  --bam  /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/SRR8639208.cs.rmdup.bam  --runmode  FULL  --out  /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208//SRR8639208_AA_results//SRR8639208  
[root:INFO]	AmpliconArchitect version 1.3_r1

[root:INFO]	Python version 2.7.18 (default, Mar  8 2021, 13:02:45) 
[GCC 9.3.0]

[root:INFO]	#TIME 0.438	Loading libraries and reference annotations for: GRCh38
Global ref name is GRCh38
[root:INFO]	#TIME 3.086	Initiating bam_to_breakpoint object for: /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/SRR8639208.cs.rmdup.bam
[root:INFO]	#TIME 3.088	Reusing cstats from /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/.data_repo/coverage.stats
[root:INFO]	#TIME 3.088	Exploring interval: chr1	108701169	109806193
[root:INFO]	#TIME 138.111	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 478.601	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 535.862	 Selecting neighbors
[root:INFO]	#TIME 537.126	Exploring interval: chr1	112001241	119581406
[root:INFO]	#TIME 567.897	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 747.747	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 996.547	 Selecting neighbors
[root:INFO]	#TIME 1383.429	 New neighbor: chr1	108701169	109826193	10 (weight=10)
[root:INFO]	#TIME 1383.473	Exploring interval: chr1	121391446	121646451
[root:INFO]	#TIME 1384.920	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 1385.165	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 1398.908	 Selecting neighbors
[root:INFO]	#TIME 1512.016	 New neighbor: chr7	60976280	60996862	3 (weight=3)
[root:INFO]	#TIME 1513.570	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 1779.084	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 1786.493	 Selecting neighbors
[root:INFO]	#TIME 1865.640	 New neighbor: chr16	32805799	32826381	8 (weight=8)
[root:INFO]	#TIME 1866.463	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 1996.240	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 2000.721	 Selecting neighbors
[root:INFO]	#TIME 2000.722	Exploring interval: chr3	121720569	122000569
[root:INFO]	#TIME 2115.119	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 2343.733	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 2360.615	 Selecting neighbors
[root:INFO]	#TIME 2449.429	 New neighbor: chr12	131377155	131417738	32 (weight=32)
[root:INFO]	#TIME 2450.412	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 2508.254	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 2527.511	 Selecting neighbors
[root:INFO]	#TIME 2546.352	 New neighbor: chr12	131175221	131205803	28 (weight=28)
[root:INFO]	#TIME 2546.623	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 2547.594	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 2556.815	 Selecting neighbors
[root:INFO]	#TIME 2556.816	Exploring interval: chr4	147282552	152937627
[root:INFO]	#TIME 2653.896	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 2796.554	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 2961.399	 Selecting neighbors
[root:INFO]	#TIME 3196.219	Exploring interval: chr4	153582636	158347699
[root:INFO]	#TIME 3198.696	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 3223.649	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 3323.461	 Selecting neighbors
[root:INFO]	#TIME 3323.462	Exploring interval: chr4	160122723	160347726
[root:INFO]	#TIME 3326.780	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 3335.862	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 3343.094	 Selecting neighbors
[root:INFO]	#TIME 3345.068	Exploring interval: chr6	103590860	104760870
[root:INFO]	#TIME 3363.552	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 3528.126	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 3560.069	 Selecting neighbors
[root:INFO]	#TIME 3560.087	Exploring interval: chr6	105275874	106495884
[root:INFO]	#TIME 3561.584	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 3581.522	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 3609.649	 Selecting neighbors
[root:INFO]	#TIME 3609.665	Exploring interval: chr6	111090923	117585977
[root:INFO]	#TIME 3643.936	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 3676.783	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 3817.945	 Selecting neighbors
[root:INFO]	#TIME 4143.644	 New neighbor: chr4	147262552	152957627	8 (weight=8)
[root:INFO]	#TIME 4143.663	Exploring interval: chr7	51544692	53029683
[root:INFO]	#TIME 4273.185	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 4496.876	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 4574.180	 Selecting neighbors
[root:INFO]	#TIME 4582.373	 New neighbor: chr7	56028027	56048610	10 (weight=10)
[root:INFO]	#TIME 4582.373	 New neighbor: chr7	71851666	72346660	17 (weight=17)
[root:INFO]	#TIME 4583.988	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 4584.031	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 4588.818	 Selecting neighbors
[root:INFO]	#TIME 4588.818	 New neighbor: chr7	54604673	55719667	15 (weight=15)
[root:INFO]	#TIME 4588.862	Exploring interval: chr7	54604673	55719667
[root:INFO]	#TIME 4591.619	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 4908.101	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5011.831	 Selecting neighbors
[root:INFO]	#TIME 5124.306	 New neighbor: chr7	56028027	56048610	15 (weight=15)
[root:INFO]	#TIME 5124.307	 New neighbor: chr7	61732692	61753274	16 (weight=16)
[root:INFO]	#TIME 5124.877	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5128.159	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5137.195	 Selecting neighbors
[root:INFO]	#TIME 5138.824	Exploring interval: chr7	57464656	58100000
[root:INFO]	#TIME 5159.019	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5159.486	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5227.129	 Selecting neighbors
[root:INFO]	#TIME 5311.017	 New neighbor: chr7	60912191	61048086	25 (weight=25)
[root:INFO]	#TIME 5311.017	 New neighbor: chr7	62106856	62427438	7 (weight=7)
[root:INFO]	#TIME 5311.017	 New neighbor: chr16	36124075	36144657	15 (weight=15)
[root:INFO]	#TIME 5311.637	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5311.661	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5333.514	 Selecting neighbors
[root:INFO]	#TIME 5333.516	Exploring interval: chr7	62100000	62226417
[root:INFO]	#TIME 5336.512	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5347.369	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5475.952	 Selecting neighbors
[root:INFO]	#TIME 5529.803	 New neighbor: chr7	57464656	58100000	7 (weight=7)
[root:INFO]	#TIME 5529.803	 New neighbor: chr7	60912191	61084088	26 (weight=26)
[root:INFO]	#TIME 5529.803	 New neighbor: chr16	47245635	48575565	14 (weight=14)
[root:INFO]	#TIME 5529.821	Exploring interval: chr7	67306721	68141711
[root:INFO]	#TIME 5532.297	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5692.375	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5732.237	 Selecting neighbors
[root:INFO]	#TIME 5734.197	 New neighbor: chr7	60912191	61084088	5 (weight=5)
[root:INFO]	#TIME 5734.199	Exploring interval: chr7	71851666	72346660
[root:INFO]	#TIME 5739.214	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 5845.202	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 5868.434	 Selecting neighbors
